id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
263,Center for Women and Families — Louisville,family-children,Louisville / Jefferson County,"The Center for Women and Families provides 24/7 trauma-informed advocacy, crisis response, emergency shelter, and support for survivors of intimate partner violence and sexual assault across nine Kentuckiana counties (Jefferson, Bullitt, Henry, Oldham, Shelby, Spencer, Trimble in KY; Clark and Floyd in IN). Highly relevant for women leaving incarceration with domestic violence history. Louisville campus at 927 S. 2nd Street open 24 hours with emergency shelter. Toll-free crisis line available statewide.","The Center for Women and Families ofrece defensa informada sobre trauma 24/7, respuesta a crisis, refugio de emergencia y apoyo a sobrevivientes de violencia de pareja y agresión sexual en nueve condados de Kentuckiana. Muy relevante para mujeres que salen del encarcelamiento con historial de violencia doméstica. Campus de Louisville en 927 S. 2nd Street abierto 24 horas con refugio de emergencia.",927 South 2nd Street,Louisville,(502) 581-7222,,https://www.thecenteronline.org/get-help/,"Varies by program—open to parents, caregivers, and families affected by incarceration.","Varía según el programa—abierto a padres, cuidadores y familias afectadas por encarcelamiento.",Toll-free 24/7 crisis line: 1-844-237-2331. Louisville local crisis line: (502) 581-7222. Walk-in advocacy Mon–Fri 9 a.m.–5 p.m. at 927 S. 2nd St.,Línea de crisis 24/7 gratuita: 1-844-237-2331. Línea local Louisville: (502) 581-7222. Atención sin cita lun–vie 9 a.m.–5 p.m. Intérpretes disponibles.,24/7 crisis line and Louisville campus; walk-in advocacy Mon–Fri 9:00 a.m.–5:00 p.m.,louisville|domestic-violence|sexual-assault|24-7-crisis|shelter|trauma-informed|reentry,Crisis services|Emergency shelter|Civil legal representation|Domestic violence support|Civil rights advocacy|Children's services,Jefferson,,statewide,
280,Reflections of Hope,peer-support,Statewide,"Reflections of Hope provides Adult Peer Support Specialist (APSS) certification training dual-certified for both Kentucky and Ohio—one training yielding credentials in both states. Also offers Community Support Associate (CSA) training for Kentucky. Programs prepare individuals with lived experience in mental health or substance use recovery for peer support careers inside and outside the justice system, supporting reentry and recidivism reduction. Kentucky APSS requires 30+ hours of state-approved training, written and oral exams, and registration through DBHDID TRIS.","Reflections of Hope ofrece capacitación de Especialista en Apoyo entre Pares para Adultos (APSS) con certificación dual para Kentucky y Ohio—una capacitación, dos credenciales. También ofrece capacitación CSA para Kentucky. Prepara personas con experiencia vivida en salud mental o recuperación de sustancias para carreras de apoyo entre pares dentro y fuera del sistema judicial, apoyando la reinserción.",,,,,https://reflecthope.org/home,"Open to adults in recovery or seeking peer support, including those recently released from incarceration.","Abierto a adultos en recuperación o que buscan apoyo entre pares, incluidos recién liberados.","KY requirements: 18+, high school diploma/GED, documented mental health or substance use diagnosis with pattern of recovery. Upload CEUs to tris.dbhdid.ky.gov. Online 40-hour dual KY/OH certification available.","Requisitos KY: 18+, diploma/GED, diagnóstico documentado de salud mental o sustancias con patrón de recuperación. Suba CEUs a tris.dbhdid.ky.gov. Certificación dual en línea de 40 horas disponible.",Training schedules vary; online and in-person cohorts—check reflecthope.org,statewide|peer-support|APSS|certification|dual-KY-OH|reentry|recovery|training,Support groups|Partner referrals|Workforce development|Reentry navigation,,,statewide,accepts_criminal_record
281,EKCEP — Peer Recovery Coaches (Eastern KY),peer-support,Eastern Kentucky,"Eastern Kentucky Concentrated Employment Program (EKCEP) Recovery & Reentry division serves 23 Appalachian coalfield counties through the Strategic Initiative for Transformational Employment (SITE). Job Entry and Retention Support Specialists (JERSS) connect justice-involved individuals and people in recovery with career advising, barrier relief (IDs, transportation, certifications), peer support training funding, and second-chance employer placement. EKCEP is a WIOA-funded American Job Center partner headquartered in Hazard.","EKCEP Recovery & Reentry sirve 23 condados apalaches a través del SITE. Especialistas JERSS conectan a personas en recuperación e involucradas con la justicia con orientación profesional, alivio de barreras (identificaciones, transporte, certificaciones), financiamiento de capacitación en apoyo entre pares y colocación con empleadores de segunda oportunidad. Socio de American Job Center con sede en Hazard.",412 Roy Campbell Drive,Hazard,(606) 436-5751,,https://ekcep.org/programs-services/recovery-reentry/,"Open to adults in recovery or seeking peer support, including those recently released from incarceration.","Abierto a adultos en recuperación o que buscan apoyo entre pares, incluidos recién liberados.","Connect with a JERSS at ekcep.org/recovery. Also operates Kentucky Career Center in Pikeville (id 502). Counties include Perry, Pike, Floyd, Letcher, Knott, and 18 others.","Conecte con un JERSS en ekcep.org/recovery. Condados incluyen Perry, Pike, Floyd, Letcher, Knott y 18 más.",Monday–Friday during business hours; contact for appointment,eastern-kentucky|EKCEP|SITE|recovery|reentry|peer-support|workforce|23-counties,Employment assistance|Expungement assistance|Support groups,Perry,Bell|Breathitt|Carter|Clay|Elliott|Floyd|Harlan|Jackson|Johnson|Knott|Knox|Lawrence|Lee|Leslie|Letcher|Magoffin|Martin|Menifee|Morgan|Owsley|Perry|Pike|Wolfe,multi,accepts_criminal_record
282,Baptist Fellowship Center — Reentry Mentor Program,peer-support,Louisville / Jefferson County,"Baptist Fellowship Center is a faith-based community ministry in west Louisville offering youth mentoring (S.O.Y. Save Our Youth program), family support, employment readiness, and life-skills training for individuals and families seeking stability after incarceration or justice involvement. Provides mentoring, budgeting help, and connections to community partners—not a state-contracted reentry facility, but a grassroots support hub open to returning citizens.","Baptist Fellowship Center es un ministerio comunitario de base religiosa en el oeste de Louisville que ofrece mentoría juvenil (programa S.O.Y.), apoyo familiar, preparación laboral y capacitación en habilidades de vida para personas que buscan estabilidad después del encarcelamiento. Proporciona mentoría, ayuda con presupuesto y conexiones comunitarias.",1351 Catalpa Street,Louisville,(502) 774-2734,bfc@bfcenter.org,https://www.bfcenterky.org/,"Open to adults in recovery or seeking peer support, including those recently released from incarceration.","Abierto a adultos en recuperación o que buscan apoyo entre pares, incluidos recién liberados.","S.O.Y. male mentoring for ages 10–17. Family support includes counseling, parenting skills, and financial management. Call or use online contact form to inquire about adult reentry support.",Mentoría S.O.Y. para jóvenes de 10–17 años. Apoyo familiar incluye consejería y habilidades financieras. Llame para consultar apoyo de reinserción para adultos.,Monday–Friday during business hours; call for appointment,louisville|faith-based|mentoring|reentry|youth|family-support|west-end,Children's services|Counseling|Employment assistance|Partner referrals|Workforce development,Jefferson,Jefferson,single,accepts_criminal_record
283,NA / Narcotics Anonymous — Kentucky,peer-support,Statewide,"Narcotics Anonymous Kentucky offers free peer-led recovery meetings for people seeking freedom from addiction. Meetings available in all Kentucky regions—in-person, online, and hybrid—with no dues, fees, or membership requirements. Use the meeting finder to locate the nearest group by city or zip code. Welcoming to people leaving incarceration, treatment, or active use.","Narcotics Anonymous Kentucky ofrece reuniones gratuitas de recuperación lideradas por pares para personas que buscan libertad de la adicción. Reuniones en todas las regiones de Kentucky—en persona, en línea e híbridas—sin cuotas ni requisitos de membresía. Use el buscador de reuniones por ciudad o código postal.",,,,,https://naky.org/find-a-meeting/,"Open to adults in recovery or seeking peer support, including those recently released from incarceration.","Abierto a adultos en recuperación o que buscan apoyo entre pares, incluidos recién liberados.",Meeting finder: naky.org/find-a-meeting,NA no está afiliado a ninguna otra organización. Formatos de reuniones varían. Reuniones virtuales en naky.org. No se requiere referido.,Meeting times vary by group; many groups meet daily—check meeting finder,statewide|NA|narcotics-anonymous|peer-support|recovery|free|meetings,Partner referrals|Substance use treatment|Rent and utility assistance,,,statewide,accepts_criminal_record
284,AA / Alcoholics Anonymous — Kentucky,peer-support,Statewide,"Alcoholics Anonymous Kentucky provides free peer support meetings for people recovering from alcohol use disorder. Meetings held statewide in cities and rural communities, with many online options. No dues, fees, or professional counselors—members share experience, strength, and hope. Open to anyone with a desire to stop drinking, including people reentering from incarceration.",Alcoholics Anonymous Kentucky proporciona reuniones gratuitas de apoyo entre pares para personas en recuperación del trastorno por uso de alcohol. Reuniones en todo el estado con muchas opciones en línea. Sin cuotas ni consejeros profesionales. Abierto a cualquier persona que desee dejar de beber.,,,,,https://aa-ky.org/,"Open to adults in recovery or seeking peer support, including those recently released from incarceration.","Abierto a adultos en recuperación o que buscan apoyo entre pares, incluidos recién liberados.",Find local meetings at aa-ky.org or call your area's AA hotline. Open meetings welcome anyone,Encuentre reuniones locales en aa-ky.org. Reuniones abiertas dan la bienvenida a todos cerradas para quienes tienen un problema de alcohol.,Meeting schedules vary; many groups meet daily—check aa-ky.org,statewide|AA|alcoholics-anonymous|peer-support|recovery|free|meetings,Partner referrals|Substance use treatment,,,statewide,
300,KCTCS — Adult Education & GED (Statewide),education,Statewide,"Kentucky Community and Technical College System (KCTCS) administers free adult education and GED preparation statewide through 13 college-based Kentucky Adult Education (KYAE) providers in all 120 counties. Classes offered in communities, jails, and prisons. Kentucky pays for first GED test in each subject (plus limited retakes) for eligible test-takers who pass the free GED Ready practice test—use promo code KYFREEGED1. Over 4,460 GEDs awarded to incarcerated Kentuckians 2020–2024.","KCTCS administra educación para adultos y preparación GED gratuita en 120 condados a través de 13 proveedores KYAE. Clases en comunidades, cárceles y prisiones. Kentucky paga la primera prueba GED en cada materia para elegibles que pasen GED Ready—código KYFREEGED1. Más de 4,460 GEDs otorgados a personas encarceladas 2020–2024.",,,,,https://kyae.ky.gov/Students/Pages/earn-ged-diploma.aspx,Kentucky residents age 18 or older. All adult education and GED services are free through KYAE.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,Contact your local KCTCS college to find the nearest program,"Encuentre su centro en kyae.ky.gov. Edad mínima 19 sin exención. También ofrece ESL, certificaciones laborales y alfabetización familiar.",Local center hours vary by KCTCS college—contact nearest provider,statewide|KCTCS|GED|adult-education|KYAE|incarcerated-education|free-testing,GED and high school equivalency|Probation and parole supervision|Workforce development,,,statewide,
301,Bluegrass Community & Technical College — Adult Education,education,Lexington / Fayette County,"Bluegrass Community & Technical College (BCTC) Adult Education provides free GED preparation for adults in Central Kentucky—Fayette, Bourbon, Clark, Harrison, Jessamine, Mercer, Scott, and Woodford counties. In-person and online class options. Part of the statewide KYAE/KCTCS network with free GED Ready testing and state-funded first-time GED exam fees for eligible students. The program supports Kentuckians navigating reentry in 17 Kentucky counties.",Educación para Adultos de BCTC ofrece preparación GED gratuita en el centro de Kentucky—8 condados incluido Fayette. Opciones en persona y en línea. Parte de la red KYAE/KCTCS con GED Ready gratuito y exámenes GED financiados por el estado para elegibles. El programa apoya a kentuckianos en reinserción en 17 condados de Kentucky.,470 Cooper Drive,Lexington,(859) 246-6806,BCTCAdultEd@kctcs.edu,https://bluegrass.kctcs.edu/education-training/adult-education/index.aspx,Part of the statewide KYAE/KCTCS network with free GED Ready testing and state-funded first-time GED exam fees for eligible students.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,Contact BCTCAdultEd@kctcs.edu.,Inscripción requiere evaluación de habilidades. Contacte BCTCAdultEd@kctcs.edu. Edad mínima 19 o exención para 18 años.,Monday–Friday during business hours; class schedules vary by location,lexington|GED|adult-education|BCTC|central-kentucky|8-counties,GED and high school equivalency|Partner referrals|Workforce development,Fayette,Anderson|Bourbon|Boyle|Clark|Estill|Fayette|Franklin|Garrard|Harrison|Jessamine|Lincoln|Madison|Mercer|Nicholas|Powell|Scott|Woodford,multi,accepts_criminal_record
302,Gateway Community & Technical College — Adult Education,education,Northern Kentucky,"Gateway Community & Technical College Adult Education offers free GED preparation in Northern Kentucky for Boone, Kenton, Campbell, Grant, Owen, and surrounding counties. Kentucky waives GED testing fees for first-time test takers working through a KYAE center. Classes at Florence campus and community sites. Gateway also recognizes GED College Ready scores for college enrollment.","Educación para Adultos de Gateway ofrece preparación GED gratuita en el norte de Kentucky para Boone, Kenton, Campbell, Grant, Owen y condados circundantes. Kentucky exonera tarifas GED para primeros solicitantes a través de un centro KYAE. Clases en Florence y sitios comunitarios.",500 Technology Way,Florence,(859) 442-1695,,https://gateway.kctcs.edu/admissions/information-for/hse-ged.aspx,Kentucky residents age 18 or older. All adult education and GED services are free through KYAE.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,GED fee waiver available when working with local Gateway/KYAE office.,Contacte al (859) 442-1695 para inscripción. Exención de tarifa GED disponible trabajando con la oficina Gateway/KYAE.,Monday–Friday during business hours,northern-kentucky|GED|adult-education|Gateway-KCTCS|Florence|6-counties,GED and high school equivalency|Primary medical care|Workforce development,Boone,Boone|Bracken|Campbell|Carroll|Grant|Kenton|Mason|Owen|Pendleton|Robertson,multi,
303,South Central KY CTC (SKYCTC) — Adult Education,education,Bowling Green / Warren County,"South Central KY CTC (SKYCTC) — Adult Education serves justice-involved adults and families rebuilding stability after incarceration in 10 Kentucky counties. Southcentral Kentucky Community & Technical College (SKYCTC) Adult Education provides free GED classes for Warren, Barren, Simpson, and Metcalfe counties. Part of the KCTCS/KYAE statewide network with corrections education offerings. Kentucky covers first GED test fees for eligible students completing GED Ready through a local center. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","South Central KY CTC (SKYCTC) — Adult Education sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en 10 condados de Kentucky. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",1845 Loop Drive,Bowling Green,(270) 901-1017,,https://southcentral.kctcs.edu/workforce-solutions/adult-education/index.aspx,Kentucky residents age 18 or older. All adult education and GED services are free through KYAE.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,"For current intake, call (270) 901-1017; visit https://southcentral.kctcs.edu/workforce-solutions/adult-education/index.aspx. Monday–Friday during business hours.","Para admisión actual, llame al (270) 901-1017; visite https://southcentral.kctcs.edu/workforce-solutions/adult-education/index.aspx. Monday–Friday during business hours.",Monday–Friday during business hours,bowling-green|GED|adult-education|SKYCTC|south-central-kentucky|4-counties,GED and high school equivalency|Job readiness training|Workforce development|Probation and parole supervision,Warren,Allen|Barren|Butler|Edmonson|Hart|Logan|Metcalfe|Monroe|Simpson|Warren,multi,accepts_criminal_record
304,Kentucky Adult Education — Find a Program,education,Statewide,"Kentucky Adult Education (KYAE) is the state office connecting residents to free adult education in all 120 counties—GED preparation, literacy, ESL, workforce certifications, and family literacy. Use the online locator to find your county's KCTCS-based adult education center. All GED seekers must pass the GED Ready practice test (free at KYAE centers) before qualifying for state-funded GED testing.","Kentucky Adult Education (KYAE) conecta a residentes con educación para adultos gratuita en 120 condados—GED, alfabetización, ESL, certificaciones laborales y alfabetización familiar. Use el localizador en línea para encontrar su centro. Todos deben pasar GED Ready (gratis en centros KYAE) antes de calificar para pruebas financiadas.",,,,,https://kyae.ky.gov/Students/Pages/find-a-kyae-center.aspx,Kentucky residents age 18 or older. All adult education and GED services are free through KYAE.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,Promo codes: KYFREEGED1 (test center) or OPKYFREEGED (online proctored).,Códigos promocionales: KYFREEGED1 (centro) u OPKYFREEGED (en línea). Inscripción no requerida pero recomendada para apoyo académico.,Varies by county center—use locator for local contact,statewide|KYAE|adult-education|GED-locator|120-counties|ESL|literacy,Partner referrals|GED and high school equivalency|Workforce development,,,statewide,
400,Robley Rex VA Medical Center — Louisville,veterans,Louisville / Jefferson County,"Robley Rex VA Medical Center is a full-service VA hospital serving Louisville-area veterans 24/7. Offers primary care, mental health, substance use treatment, specialty care, and homeless veteran services. Justice-involved veterans can access Veterans Justice Outreach (VJO) coordinators embedded in mental health who work with courts, jails, and probation. Toll-free: 800-376-8387.","Robley Rex VA Medical Center es un hospital del VA de servicio completo para veteranos del área de Louisville las 24 horas. Ofrece atención primaria, salud mental, tratamiento de sustancias y servicios para veteranos sin hogar. Veteranos en el sistema de justicia acceden a coordinadores VJO en salud mental. Toll-free: 800-376-8387.",800 Zorn Avenue,Louisville,(502) 287-4000,,https://www.va.gov/louisville-health-care/,"Justice-involved veterans can access Veterans Justice Outreach (VJO) coordinators embedded in mental health who work with courts, jails, and probation.",Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Enroll in VA health care at va.gov/health-care/apply. Emergency: 911 or visit ER 24/7.,Inscríbase en atención VA en va.gov/health-care/apply. VJO: pida Salud Mental/VJO al llamar. Emergencia: 911 o ER 24/7.,"Open 24 hours, 7 days a week",louisville|VA|veterans|mental-health|substance-use|VJO|24-7|hospital,Primary medical care|Benefits navigation|Veterans services|Basic needs assistance,Jefferson,Jefferson,single,accepts_criminal_record
401,Louisville VA — Veterans Justice Outreach (VJO),veterans,Louisville / Jefferson County,"Louisville VA Veterans Justice Outreach (VJO) places four coordinators at Robley Rex VA who work directly with courts, jails, and probation/parole to identify and engage justice-involved veterans. VJO helps veterans access VA mental health, substance use treatment, housing, and benefits as an alternative to incarceration when appropriate. Ask for Mental Health/VJO when calling the medical center.","VJO del VA de Louisville coloca cuatro coordinadores en Robley Rex que trabajan con tribunales, cárceles y libertad condicional para identificar veteranos en el sistema de justicia. VJO ayuda a acceder a salud mental, tratamiento de sustancias, vivienda y beneficios del VA. Pida Salud Mental/VJO al llamar.",800 Zorn Avenue,Louisville,(502) 287-4000,,https://www.va.gov/louisville-health-care/health-services/homeless-veteran-care/,"Louisville VA Veterans Justice Outreach (VJO) places four coordinators at Robley Rex VA who work directly with courts, jails, and probation/parole to identify and engage justice-involved veterans.",Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,VJO emails: sonny.hatfield@va.gov | scott.huisman@va.gov | dawne.james@va.gov | Keather.Likins@va.gov,"Especialistas VJO: Sonny Hatfield, Scott Huisman, Dawne James, Keather Likins. Línea de crisis: 988 presione 1.",Coordinators available during business hours; crisis line 24/7,louisville|VJO|veterans|justice-involved|courts|jails|mental-health|reentry,Veterans services|Benefits navigation|Probation and parole supervision|Partner referrals|Reentry navigation,Jefferson,Bullitt|Hardin|Jefferson|Oldham|Shelby,multi,accepts_criminal_record
402,Lexington VA Medical Center,veterans,Lexington / Fayette County,"Lexington VA Health Care System serves Central and Eastern Kentucky veterans across Leestown and Sousley campuses. Full-service medical center with mental health, substance use treatment, primary care, and specialty services. Justice-involved veterans can connect with VJO coordinators and homeless veteran care teams for reentry support from jails and courts in the region.","Lexington VA Health Care System sirve a veteranos del centro y este de Kentucky en los campus Leestown y Sousley. Centro médico completo con salud mental, tratamiento de sustancias y atención primaria. Veteranos en el sistema de justicia pueden conectarse con coordinadores VJO y equipos de veteranos sin hogar.",1101 Veterans Way,Lexington,(859) 281-4900,,https://www.va.gov/lexington-health-care/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Main campus: 1101 Veterans Drive (Leestown). Enroll at va.gov/health-care/apply. Sousley campus offers additional outpatient services.,Campus principal: 1101 Veterans Drive (Leestown). Inscríbase en va.gov/health-care/apply.,Varies by clinic; emergency services available—call for hours,lexington|VA|veterans|central-kentucky|eastern-kentucky|mental-health|Leestown,Primary medical care|Benefits navigation|Veterans services,Fayette,Fayette,single,accepts_criminal_record
403,Lexington VA — Veterans Justice Outreach (VJO),veterans,Lexington / Fayette County,"Lexington VA Veterans Justice Outreach connects justice-involved veterans in Central and Eastern Kentucky to VA mental health, substance use, housing, and benefits through court and jail partnerships. VJO coordinators Kathy Vasquez and Janis Skilling serve Fayette County and surrounding regions including satellite Vet Center locations in Corbin, Lawrenceburg, London, Mt. Sterling, and Richmond.","VJO del VA de Lexington conecta a veteranos en el sistema de justicia en el centro y este de Kentucky con salud mental, sustancias, vivienda y beneficios del VA. Coordinadoras Kathy Vasquez y Janis Skilling sirven Fayette y regiones circundantes incluyendo Centros Vet satélite.",1101 Veterans Way,Lexington,(859) 281-4900,,https://www.va.gov/lexington-health-care/health-services/homeless-veteran-care/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,VJO emails: kathy.vasquez2@va.gov | janis.skilling@va.gov,"Correos VJO: kathy.vasquez2@va.gov, janis.skilling@va.gov. Línea nacional veteranos sin hogar: 877-424-3838.",Business hours; after-hours crisis via Veterans Crisis Line 988 press 1,lexington|VJO|veterans|justice-involved|central-kentucky|eastern-kentucky|courts,Veterans services|Benefits navigation|Probation and parole supervision|Partner referrals,Fayette,Fayette,single,accepts_criminal_record
404,National Call Center for Homeless Veterans,veterans,Statewide,"National Call Center for Homeless Veterans (877-4AID-VET) is a free, confidential 24/7 hotline connecting veterans— including those leaving incarceration without housing—to the nearest VA homeless program, emergency shelter, and case management. Critical first contact for veterans with no place to stay after release. Trained counselors assess needs and link to HUD-VASH, SSVF, and other VA housing resources. The program supports Kentuckians navigating reentry in throughout Kentucky.","Línea nacional para veteranos sin hogar (877-4AID-VET) es una línea gratuita y confidencial 24/7 que conecta a veteranos—incluidos los que salen del encarcelamiento sin vivienda—con el programa de vivienda del VA más cercano, refugio de emergencia y gestión de casos. El programa apoya a kentuckianos en reinserción en en todo Kentucky.",,,1-877-424-3838,,https://www.va.gov/homeless/for-homeless-veterans/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Also chat at va.gov/homeless/nationalcallcenter.asp. Have DD-214 and SSN ready if available. Works with local VA Medical Center homeless teams.,También chat en va.gov/homeless. Tenga DD-214 y SSN listos si están disponibles.,"24 hours a day, 7 days a week",statewide|veterans|homeless|24-7|hotline|housing|reentry|VA,Crisis services|Partner referrals|Reentry navigation|Benefits navigation,,,statewide,
405,Veterans Crisis Line,veterans,Statewide,"Veterans Crisis Line provides free, confidential crisis support for veterans and their families 24/7. Call or text 988 then press 1, or chat at veteranscrisisline.net. Trained responders—many veterans themselves—provide immediate support for suicidal crisis, PTSD episodes, and reentry stress. Also supports active duty, Guard, Reserve, and family members.","Línea de Crisis para Veteranos ofrece apoyo gratuito y confidencial 24/7. Llame o envíe mensaje al 988 y presione 1, o chat en veteranscrisisline.net. Respondedores capacitados brindan apoyo inmediato en crisis suicida, TEPT y estrés de reinserción.",,,988 (press 1),,https://www.veteranscrisisline.net/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,"Text 838255 to connect. If immediate danger, call 911. Spanish-language support available.","Envíe mensaje al 838255. No requiere inscripción en VA. Si hay peligro inmediato, llame al 911. Soporte en español disponible.","24 hours a day, 7 days a week",statewide|veterans|crisis|988|24-7|PTSD|suicide-prevention|confidential,Crisis services|Partner referrals|Family reunification support,,,statewide,
406,Louisville Vet Center,veterans,Louisville / Jefferson County,"Louisville Vet Center provides free, confidential counseling in a non-VA community setting for combat veterans and their families—often easier to access than a medical center. Services include PTSD treatment, military sexual trauma (MST) support, readjustment counseling, bereavement, and reentry navigation. No cost regardless of discharge status for combat veterans. Same 877 number provides 24/7 crisis support.","Louisville Vet Center ofrece consejería gratuita y confidencial en un entorno comunitario no-VA para veteranos de combate y familias. Servicios incluyen tratamiento de TEPT, apoyo MST, consejería de reajuste y navegación de reinserción. Sin costo para veteranos de combate. Mismo número 877 brinda apoyo de crisis 24/7.",1347 South Third Street,Louisville,1-877-927-8387,,https://www.va.gov/louisville-vet-center/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Hours: Mon–Fri 8am–4:30pm. 24/7 crisis support at same number.,Llame al 877-927-8387 para admisión. No requiere seguro ni inscripción VA.,"Monday–Friday, 8:00 a.m.–4:30 p.m.; crisis line 24/7",louisville|vet-center|veterans|PTSD|MST|counseling|reentry|combat-veterans,Counseling|Reentry navigation|Crisis services,Jefferson,Jefferson,single,accepts_criminal_record
407,Lexington Vet Center,veterans,Lexington / Fayette County,"Lexington Vet Center offers free counseling and reentry support for combat veterans in a welcoming, non-clinical community setting. Satellite outreach locations in Corbin, Lawrenceburg, London, Mt. Sterling, and Richmond extend access across Central and Eastern Kentucky. Services include PTSD treatment, MST support, marriage and family counseling, and employment transition help.","Lexington Vet Center ofrece consejería gratuita y apoyo de reinserción para veteranos de combate en un entorno comunitario acogedor. Ubicaciones satélite en Corbin, Lawrenceburg, London, Mt. Sterling y Richmond. Servicios incluyen TEPT, MST, consejería familiar y transición laboral.","1500 Leestown Road, Suite 104",Lexington,1-877-927-8387,,https://www.va.gov/lexington-vet-center/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Call 877-927-8387 for appointments at any location. 24/7 crisis support on same number.,Llame al 877-927-8387 para citas en cualquier ubicación. Servicio de combate requerido para la mayoría de servicios.,"Monday–Friday, 8:00 a.m.–4:30 p.m.; satellite hours vary—call to confirm",lexington|vet-center|veterans|PTSD|central-kentucky|satellite-locations|counseling,Counseling|Probation and parole supervision|Employment assistance|Crisis services,Fayette,Fayette,single,accepts_criminal_record
408,Louisville VA Regional Benefit Office,veterans,Louisville / Jefferson County,"Louisville VA Regional Benefit Office processes disability compensation claims, pension, education benefits (GI Bill), vocational rehabilitation (VR&E Chapter 31), and life insurance for Kentucky veterans. Chapter 31 VR&E helps veterans with service-connected disabilities prepare for, find, and keep employment—including justice-involved veterans rebuilding careers after incarceration.","Oficina Regional de Beneficios del VA de Louisville procesa reclamaciones de compensación por discapacidad, pensión, beneficios educativos (GI Bill), rehabilitación vocacional (VR&E Capítulo 31) y seguro de vida. Capítulo 31 VR&E ayuda a veteranos con discapacidades relacionadas con el servicio a prepararse y mantener empleo.","321 West Main Street, Suite 390",Louisville,(800) 827-1000,,https://www.benefits.va.gov/louisville/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Chapter 31 Voc Rehab: (502) 566-4453,Capítulo 31 VR&E: (502) 566-4453. Presente reclamaciones en línea en va.gov.,"Monday–Friday, 8:00 a.m.–4:00 p.m.",louisville|VA-benefits|disability|Chapter-31|vocational-rehab|GI-Bill|employment,Benefits navigation,Jefferson,Jefferson,single,accepts_criminal_record
