state,county,category,category_label,tier,phase,strategy,sources
Alabama,Tallapoosa,peer-support,Peer Support,B,2,regional,State peer certification roster
Alabama,Tuscaloosa,peer-support,Peer Support,B,2,regional,State peer certification roster
Alabama,Walker,peer-support,Peer Support,B,2,regional,State peer certification roster
Alabama,Washington,peer-support,Peer Support,B,2,regional,State peer certification roster
Alabama,Wilcox,peer-support,Peer Support,B,2,regional,State peer certification roster
Alabama,Winston,peer-support,Peer Support,B,2,regional,State peer certification roster
Alabama,Baldwin,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Barbour,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Bibb,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Blount,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Calhoun,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Chambers,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Cherokee,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Chilton,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Choctaw,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Clarke,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Clay,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Cleburne,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Coffee,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Colbert,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Conecuh,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Coosa,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Covington,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Cullman,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Dale,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Dallas,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,DeKalb,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Escambia,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Etowah,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Fayette,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Franklin,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Geneva,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Greene,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Hale,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Henry,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Jackson,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Lamar,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Lauderdale,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Lawrence,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Lee,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Limestone,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Macon,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Madison,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Marengo,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Marion,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Marshall,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Monroe,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Morgan,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Perry,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Pickens,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Randolph,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Russell,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Shelby,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,St. Clair,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Sumter,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Talladega,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Tallapoosa,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Walker,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Washington,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Wilcox,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Winston,family-children,Family & Children,B,2,regional,211; family reentry nonprofits
Alabama,Autauga,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Barbour,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Bibb,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Blount,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Bullock,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Butler,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Calhoun,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Chambers,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Cherokee,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Chilton,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Choctaw,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Clarke,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Clay,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Cleburne,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Coffee,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Colbert,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Conecuh,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Coosa,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Covington,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Crenshaw,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Cullman,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Dale,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Dallas,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,DeKalb,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Elmore,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Etowah,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Fayette,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Franklin,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Geneva,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Greene,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Hale,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Henry,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Houston,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Jackson,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Lamar,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Lauderdale,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Lawrence,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Lee,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Limestone,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Lowndes,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Macon,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Marengo,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Marion,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Marshall,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Monroe,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Morgan,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Perry,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Pickens,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Pike,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Randolph,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Russell,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Shelby,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,St. Clair,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Sumter,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Talladega,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Tallapoosa,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Tuscaloosa,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Walker,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Washington,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Wilcox,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Winston,veterans,Veterans,B,2,regional,VA; county veterans service officer
Alabama,Baldwin,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Bibb,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Blount,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Butler,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Calhoun,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Chambers,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Cherokee,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Choctaw,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Clarke,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Coffee,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Conecuh,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Coosa,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Covington,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Crenshaw,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Cullman,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,DeKalb,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Escambia,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Etowah,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Fayette,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Franklin,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Geneva,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Greene,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Hale,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Jackson,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Lamar,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Lawrence,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Lee,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Limestone,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Lowndes,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Marion,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Marshall,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Monroe,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Morgan,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Pickens,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Pike,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
Alabama,Randolph,education,Education,B,2,regional,Adult ed/ABLE; community college reentry
