state,county,category,category_label,tier,phase,strategy,sources
Alabama,Butler,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Chambers,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Cherokee,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Chilton,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Choctaw,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Clarke,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Coffee,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Colbert,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Conecuh,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Coosa,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Covington,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Crenshaw,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Dallas,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,DeKalb,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Elmore,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Escambia,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Etowah,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Franklin,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Greene,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Hale,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Lamar,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Lauderdale,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Lawrence,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Lee,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Lowndes,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Marengo,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Marion,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Mobile,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Monroe,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Morgan,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Perry,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Randolph,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Russell,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Shelby,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,St. Clair,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Sumter,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Tallapoosa,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Walker,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Washington,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Wilcox,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Winston,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Alabama,Autauga,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Barbour,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Blount,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Bullock,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Butler,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Chambers,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Chilton,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Clarke,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Cleburne,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Coffee,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Cullman,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Dale,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Dallas,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Elmore,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Etowah,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Geneva,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Henry,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Jackson,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Lawrence,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Lee,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Limestone,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Lowndes,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Macon,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Marion,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Morgan,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Pike,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Russell,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Shelby,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,St. Clair,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Tallapoosa,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Walker,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Washington,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Winston,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Alabama,Chilton,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Choctaw,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Colbert,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Conecuh,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Coosa,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Cullman,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Dale,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Franklin,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Geneva,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Greene,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Hale,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Henry,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Jackson,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Lowndes,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Madison,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Marshall,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Monroe,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Pickens,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Shelby,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,St. Clair,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Sumter,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Tuscaloosa,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Alabama,Autauga,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Baldwin,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Bibb,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Bullock,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Chilton,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Choctaw,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Clarke,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Coffee,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Colbert,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Cullman,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Dale,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Elmore,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Escambia,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Fayette,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Franklin,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Geneva,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Greene,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Hale,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Henry,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Jackson,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Lamar,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Lauderdale,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Lee,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Limestone,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Lowndes,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Marengo,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Marshall,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Monroe,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Morgan,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Perry,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Pickens,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Randolph,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Shelby,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,St. Clair,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Sumter,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Talladega,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Tallapoosa,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Washington,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Wilcox,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Alabama,Dallas,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Alabama,Marengo,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Alabama,Perry,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Alabama,Baldwin,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Bibb,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Choctaw,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Clarke,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Conecuh,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Dallas,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Escambia,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Fayette,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Greene,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Hale,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Lamar,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Marengo,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Monroe,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Perry,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Sumter,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Tuscaloosa,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Alabama,Wilcox,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Arizona,Coconino,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Arizona,Pinal,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Arizona,Apache,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,Cochise,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,Coconino,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,Gila,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,La Paz,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,Mohave,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,Navajo,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,Pinal,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,Santa Cruz,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,Yuma,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Arizona,Graham,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Arizona,Greenlee,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Arizona,Yavapai,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Arizona,Yuma,healthcare,Healthcare,A,1,regional,HRSA FQHC locator; state MH/SUD directory
Arizona,Yavapai,employment,Employment,A,1,regional,CareerOneStop LWDB; state workforce board
Arizona,Apache,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Arizona,Coconino,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Arizona,Gila,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Arizona,Graham,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Arizona,Greenlee,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Arizona,La Paz,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Arizona,Santa Cruz,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Arizona,Yavapai,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Arizona,Yuma,probation-parole,Probation & Parole,A,1,regional,DOC/DRC regional supervision map
Arizona,Apache,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Arizona,Gila,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Arizona,La Paz,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Arizona,Mohave,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Arizona,Navajo,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Arizona,Pinal,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Arizona,Yuma,food-nutrition,Food & Nutrition,A,1,regional,Feeding America; SNAP outreach partners
Arizona,Gila,legal-aid,Legal Aid,A,1,regional,LSC map; state legal aid network
Arizona,La Paz,legal-aid,Legal Aid,A,1,regional,LSC map; state legal aid network
Arizona,Yavapai,legal-aid,Legal Aid,A,1,regional,LSC map; state legal aid network
Arizona,Maricopa,financial-assistance,Financial Assistance,A,1,regional,County JFS/DCBS/DFR directory (verify pin exists)
Georgia,Appling,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Atkinson,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Bacon,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Baker,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Baldwin,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Banks,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Barrow,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Bartow,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Ben Hill,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Berrien,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Bleckley,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Brantley,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Brooks,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Bryan,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Bulloch,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Burke,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Butts,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Calhoun,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Camden,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Candler,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Carroll,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Catoosa,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Charlton,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Chattahoochee,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Chattooga,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Cherokee,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Clarke,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Clay,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Clayton,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Clinch,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Coffee,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Colquitt,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Columbia,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Cook,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Coweta,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Crawford,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Crisp,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Dade,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Dawson,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Decatur,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Dodge,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Dooly,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Dougherty,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Douglas,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Early,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Echols,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Effingham,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Elbert,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Emanuel,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Evans,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Georgia,Fannin,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
