id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
100,Goodwill Industries of Kentucky — RISE Program,Employment,Statewide,"Goodwill Industries of Kentucky's RISE program (Reintegrating Individuals Successfully Every Day) provides free virtual two-week job-readiness training for justice-involved Kentuckians. Covers soft skills, financial literacy, digital literacy, communication, resume writing, mock interviews, and behavioral health topics. Graduates earn a Work Ready Certificate and may receive a Chromebook, stipend, and gym membership. Offered in Louisville, Lexington, Bowling Green, Pikeville, and other Opportunity Center locations serving 103 counties.","El programa RISE de Goodwill Industries of Kentucky (Reintegrando Individuos Exitosamente Cada Día) ofrece capacitación virtual gratuita de dos semanas en preparación laboral para personas con antecedentes de justicia. Cubre habilidades blandas, educación financiera, alfabetización digital, comunicación, currículum y entrevistas simuladas. Los graduados reciben certificado Work Ready y pueden obtener Chromebook, estipendio y membresía de gimnasio. Disponible en Louisville, Lexington, Bowling Green, Pikeville y más.",2820 West Broadway,Louisville,(502) 585-5221,contactus@goodwillky.org,https://goodwillky.org,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.","RISE program locations in Louisville, Lexington, Bowling Green, and Pikeville","También opera el programa Aspire antes de la liberación en varias instalaciones del DOC. Contacto RISE: Lexington (859) 806-7956, Bowling Green (270) 781-4930, Pikeville (606) 561-0359. Se requieren cursos previos.",Varies by Opportunity Center; call local center for RISE schedule,statewide|employment|job-readiness|second-chance|RISE|goodwill|virtual-training,Job-readiness training|Work Ready Certificate|Resume and interview coaching|Financial and digital literacy|Chromebook and stipend incentives|Aspire pre-release program,Jefferson,,statewide,accepts_criminal_record
101,Goodwill Kentucky — Free Expungement Services,Employment,Statewide,"Goodwill Industries of Kentucky partners with Legal Aid organizations statewide to host free expungement clinics for eligible criminal records. Attorneys review records, determine eligibility, and Goodwill covers filing fees in its 103-county service area. Over 8,500 records cleared to date. Clinics held throughout the year in cities including Louisville, Lexington, Corbin, and more—registration opens before each event. Does not cover counties outside Goodwill's service area (refer to Kentucky Legal Aid for those).","Goodwill Industries of Kentucky se asocia con organizaciones de Legal Aid en todo el estado para clínicas gratuitas de eliminación de antecedentes penales elegibles. Abogados revisan registros, determinan elegibilidad y Goodwill cubre honorarios de presentación en su área de 103 condados. Más de 8,500 registros eliminados. Clínicas durante el año en Louisville, Lexington, Corbin y más—registro antes de cada evento.",,,(502) 585-5221,Cody.Avery@goodwillky.org,https://goodwillky.org/expungements/,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.",Free clinic attendance and attorney consultation. Goodwill pays filing fees in its service area. $40 Kentucky State Police certification fee may still apply. See goodwillky.org/expungements for 2026 clinic dates.,Consulta gratuita en clínicas. Goodwill paga honorarios en su área de servicio. Puede aplicar tarifa de certificación de $40 del State Police. Consulte fechas 2026 en goodwillky.org/expungements.,Clinic dates vary; check website for registration,statewide|expungement|legal-aid|second-chance|goodwill|record-clearing,Free expungement clinics|Attorney record review|Filing fee assistance|Eligibility screening|Statewide clinic events,Jefferson,,statewide,
102,Kentucky Career Center — Louisville,Employment,Louisville / Jefferson County,"The Kentucky Career Center in Louisville (KentuckianaWorks) is a free American Job Center helping job seekers—including those recently released from incarceration—with resume building, interview preparation, career counseling, workshops, and job placement connections. Career specialists provide individualized support at the Goodwill Opportunity Campus on West Broadway. All services are free. Also connects to GED assistance and training referrals.","El Kentucky Career Center en Louisville (KentuckianaWorks) es un Centro de Trabajo Americano gratuito que ayuda a quienes buscan empleo—incluidos recién liberados—con currículum, preparación para entrevistas, orientación profesional, talleres y conexiones laborales. Especialistas brindan apoyo individualizado en el Goodwill Opportunity Campus en West Broadway. Todos los servicios son gratuitos.","2820 West Broadway, Suite 100",Louisville,(502) 388-3010,info@kentuckianaworks.org,https://kentuckianaworks.org/kcclou,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.","Also serves Shelby, Bullitt, Henry, Oldham, Spencer, and Trimble counties via appointment. Training scholarships availability varies—check with center.","También sirve condados Shelby, Bullitt, Henry, Oldham, Spencer y Trimble con cita. Disponibilidad de becas de capacitación varía—consulte con el centro.","Monday–Friday, 8:30 a.m.–5:00 p.m.",louisville|employment|job-center|american-job-center|reentry|free-services,Free job search assistance|Resume and interview coaching|Career counseling|Workshops|GED referrals|Training program connections,Jefferson,Bullitt|Henry|Jefferson|Oldham|Shelby|Spencer|Trimble,multi,
103,Kentucky Career Center — Lexington (Bluegrass),Employment,Lexington / Fayette County,"Kentucky Career Center – Bluegrass is the American Job Center serving 17 Central Kentucky counties including Fayette, Madison, Jessamine, and Woodford. Free services include job search assistance, resume workshops, career assessment, veterans' services, youth programs, and referrals to training and credentialing. Staff help justice-involved job seekers connect to employment opportunities and barrier-removal resources.","Kentucky Career Center – Bluegrass es el Centro de Trabajo Americano que sirve 17 condados del centro de Kentucky incluyendo Fayette, Madison, Jessamine y Woodford. Servicios gratuitos: búsqueda de empleo, talleres de currículum, evaluación profesional, servicios para veteranos, programas juveniles y referencias a capacitación. Ayudan a personas con antecedentes de justicia a conectar con empleo.","2473 Fortune Drive, Suite 180",Lexington,(859) 267-2223,info@ckycareers.com,https://www.ckycareers.com/locations,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.","Serves Anderson, Bourbon, Boyle, Clark, Estill, Fayette, Franklin, Garrard, Harrison, Jessamine, Lincoln, Madison, Mercer, Nicholas, Powell, Scott, and Woodford counties.","Sirve los condados Anderson, Bourbon, Boyle, Clark, Estill, Fayette, Franklin, Garrard, Harrison, Jessamine, Lincoln, Madison, Mercer, Nicholas, Powell, Scott y Woodford.","Monday–Friday, 8:00 a.m.–4:30 p.m.",lexington|bluegrass|employment|job-center|american-job-center|17-counties,Free job search assistance|Resume workshops|Career assessment|Veterans services|Youth employment programs|Training referrals,Fayette,Anderson|Bourbon|Boyle|Clark|Estill|Fayette|Franklin|Garrard|Harrison|Jessamine|Lincoln|Madison|Mercer|Nicholas|Powell|Scott|Woodford,multi,
104,Kentucky Career Center — Northern Kentucky,Employment,Northern Kentucky,"The Northern Kentucky Kentucky Career Center connects job seekers and employers across Boone, Kenton, Campbell, and surrounding counties through a network of 20+ partner organizations. Free career coaching, job readiness workshops, resume services, WIOA training funding, and specialized support for veterans, people with disabilities, and individuals in addiction recovery. Weekly orientation events introduce partner services.","El Kentucky Career Center del norte de Kentucky conecta buscadores de empleo y empleadores en Boone, Kenton, Campbell y condados circundantes a través de más de 20 organizaciones aliadas. Orientación profesional gratuita, talleres, servicios de currículum, financiamiento WIOA y apoyo especializado para veteranos, personas con discapacidades y personas en recuperación. Eventos semanales de orientación.",1324 Madison Avenue,Covington,(859) 292-6666,info@nkcareercenter.org,https://nkcareercenter.org,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.","Partners include Gateway Community College, Goodwill, and TANK transit. Tuesday orientation 10–11 a.m. For unemployment claims, visit kcc.ky.gov or call 502-564-2900.","Aliados incluyen Gateway Community College, Goodwill y TANK. Orientación los martes 10–11 a.m. Para reclamaciones de desempleo, visite kcc.ky.gov o llame al 502-564-2900.",Monday–Friday; Tuesday orientation 10:00–11:00 a.m.,covington|northern-kentucky|employment|job-center|WIOA|recovery-friendly,Career coaching|Job readiness workshops|Resume services|WIOA training funding|Veterans and disability services|Recovery-informed employment support,Kenton,Boone|Bracken|Campbell|Carroll|Gallatin|Grant|Kenton|Owen|Pendleton,multi,
105,Kentucky Career Center — Bowling Green,Employment,Bowling Green / Warren County,"The Kentucky Career Center in Bowling Green serves Warren County and the surrounding area with free American Job Center services: job search assistance, resume help, employment workshops, career counseling, and referrals to training programs. Part of the statewide workforce development network. Open to all job seekers including those with justice-involved backgrounds rebuilding employment history.","El Kentucky Career Center en Bowling Green sirve el Condado de Warren y el área circundante con servicios gratuitos del Centro de Trabajo Americano: búsqueda de empleo, ayuda con currículum, talleres, orientación profesional y referencias a capacitación. Parte de la red estatal de desarrollo laboral. Abierto a todos, incluidos quienes reconstruyen su historial laboral tras el sistema de justicia.",803 Chestnut Street,Bowling Green,(270) 746-7425,info@bgworks.org,https://www.jobsight.org,Open to all job seekers including those with justice-involved backgrounds rebuilding employment history.,"Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.",Warren County American Job Center. Part of Southcentral Kentucky workforce development network.,Centro de Trabajo Americano del Condado de Warren. Parte de la red de desarrollo laboral del centro-sur de Kentucky.,"Monday–Friday, 8:00 a.m.–4:30 p.m.",bowling-green|warren-county|employment|job-center|american-job-center,Free job search assistance|Resume help|Employment workshops|Career counseling|Training program referrals,Warren,Allen|Barren|Butler|Edmonson|Hart|Logan|Metcalfe|Monroe|Simpson|Warren,multi,
106,Kentucky Career Center — TENCO (Ashland),Employment,Ashland / Boyd County,"Kentucky Career Center – TENCO serves northeastern Kentucky including Boyd, Greenup, Carter, Fleming, Lewis, Mason, and surrounding counties from its Ashland location. Free American Job Center services include career counseling, job preparation, portfolio building, WIOA training accounts, apprenticeships, and employer connections. Four center locations: Ashland, Maysville, Mt. Sterling, and Morehead.","Kentucky Career Center – TENCO sirve el noreste de Kentucky incluyendo Boyd, Greenup, Carter, Fleming, Lewis, Mason y condados circundantes desde Ashland. Servicios gratuitos: orientación profesional, preparación laboral, portafolios, cuentas de capacitación WIOA, aprendizajes y conexiones con empleadores. Cuatro ubicaciones: Ashland, Maysville, Mt. Sterling y Morehead.",1844 Carter Avenue,Ashland,(606) 920-2024,info@tencocareercenter.com,https://tencocareercenter.com,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.","TENCO Workforce Development Board region: Bath, Boyd, Bracken, Fleming, Greenup, Lewis, Mason, Montgomery, Robertson, and Rowan counties.","Región TENCO: condados Bath, Boyd, Bracken, Fleming, Greenup, Lewis, Mason, Montgomery, Robertson y Rowan.","Monday–Friday, 8:00 a.m.–4:30 p.m.",ashland|northeast-kentucky|employment|job-center|WIOA|TENCO,Career counseling|Job preparation|WIOA training accounts|Apprenticeships|Employer recruiting support|Community resource navigation,Boyd,Boyd|Carter|Elliott|Greenup|Lawrence,multi,
107,Eastern Kentucky CEP (EKCEP) — SITE Program,Employment,Eastern Kentucky,"EKCEP (Eastern Kentucky Concentrated Employment Program) administers the SITE program (Strategic Initiative for Transformational Employment) across 23 Appalachian counties, bridging addiction recovery and workforce participation. Recovery-informed employment specialists provide hands-on training, work experience, barrier relief (transportation, gear, certifications), and career advising for people in reentry or recovery. Headquartered in Hazard with Kentucky Career Center JobSight locations across the region.","EKCEP administra el programa SITE (Iniciativa Estratégica para el Empleo Transformacional) en 23 condados apalaches, conectando recuperación de adicciones y participación laboral. Especialistas en empleo informados sobre recuperación ofrecen capacitación práctica, experiencia laboral, alivio de barreras (transporte, equipo, certificaciones) y asesoramiento profesional para personas en reinserción o recuperación. Sede en Hazard.","100 Airport Gardens Road, Suite 300",Hazard,(606) 436-5751,ekcep@ekcep.org,https://ekcep.org/find-a-career/,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.",Also operates Project REACH in 8 counties. SITE funded in part by KORE/SAMHSA and Kentucky Office of Drug Control Policy.,También opera Project REACH en 8 condados. SITE financiado parcialmente por KORE/SAMHSA. Llame para la ubicación JobSight más cercana en su condado.,"Monday–Friday, 8:00 a.m.–4:30 p.m.",hazard|eastern-kentucky|SITE|recovery|employment|workforce|23-counties,Recovery-informed job training|Work experience placements|Barrier relief assistance|Career advising|Certification support|Project REACH employment services,Perry,Bell|Breathitt|Carter|Clay|Elliott|Floyd|Harlan|Jackson|Johnson|Knott|Knox|Lawrence|Lee|Leslie|Letcher|Magoffin|Martin|Menifee|Morgan|Owsley|Perry|Pike|Wolfe,multi,accepts_criminal_record
108,Kentucky Dept of Professional Licensing — Occupational Licensing,Employment,Statewide,"Kentucky's Department of Professional Licensing (DPL) oversees 25 occupational licensing boards. Under HB 185 (2026), individuals with criminal records can petition a licensing board for a predetermination on whether their conviction would disqualify them from a specific license—before investing in training or fees. Boards may only deny when a conviction directly relates to the occupation and must provide written findings. Contact DPL to be routed to the correct board.","El Departamento de Licencias Profesionales de Kentucky (DPL) supervisa 25 juntas de licencias ocupacionales. Bajo HB 185 (2026), personas con antecedentes penales pueden solicitar a una junta una predeterminación sobre si su condena los descalificaría de una licencia específica—antes de invertir en capacitación o tarifas. Las juntas solo pueden negar cuando la condena se relacione directamente con la ocupación. Contacte al DPL para ser dirigido a la junta correcta.",500 Mero Street,Frankfort,(502) 564-3296,,https://dpl.ky.gov/Pages/default.aspx,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.","HB 185 predetermination process: boards must establish procedures by January 1, 2027. Boards consider rehabilitation evidence, time since offense, and relationship to licensed duties.","Proceso de predeterminación HB 185: las juntas deben establecer procedimientos antes del 1 de enero de 2027. Consideran evidencia de rehabilitación, tiempo desde la ofensa y relación con las funciones licenciadas. No es asistencia legal—contacte Legal Aid o Goodwill para eliminación de antecedentes.","Monday–Friday, 8:00 a.m.–4:30 p.m.",statewide|licensing|occupational|HB-185|second-chance|employment-barriers,Licensing board referrals|HB 185 predetermination information|Occupational license guidance|Board contact routing,Franklin,,statewide,
109,Institute for Justice — Kentucky Licensing,Employment,Statewide,"The Institute for Justice (IJ) is a national nonprofit public-interest law firm that advocated for Kentucky's occupational licensing reforms including HB 185. IJ does not operate a Kentucky office or provide direct legal representation to most individuals—but may take select cases where government licensing rules violate economic liberty rights. If a licensing board denied your application due to a criminal record, submit your situation through IJ's online case form. For predetermination requests under HB 185, contact Kentucky DPL first.","El Institute for Justice (IJ) es una firma nacional de interés público que defendió las reformas de licencias ocupacionales de Kentucky, incluida HB 185. IJ no tiene oficina en Kentucky ni representa directamente a la mayoría de las personas—pero puede tomar casos selectos donde las reglas de licencia violen derechos de libertad económica. Si una junta negó su solicitud por antecedentes penales, envíe su situación por el formulario en línea de IJ. Para predeterminación bajo HB 185, contacte primero al DPL de Kentucky.",,,(703) 682-9320,,https://ij.org/report-abuse/,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.",Submit licensing denial cases at ij.org/report-abuse (no phone calls). IJ only litigates against government entities.,"Envíe casos de negación de licencia en ij.org/report-abuse (sin llamadas). IJ solo litiga contra entidades gubernamentales. Para predeterminación HB 185, use DPL de Kentucky al (502) 564-3296.",Online case submission only; no walk-in Kentucky office,statewide|licensing|legal-advocacy|HB-185|second-chance|nonprofit,Occupational licensing reform advocacy|Select litigation against government licensing barriers|Online case intake for economic liberty violations|Kentucky HB 185 policy resources,,,statewide,
120,kynect — Medicaid & Benefits Enrollment,Healthcare,Statewide,"kynect is Kentucky's official online portal to apply for Medicaid (including the Kentucky HEALTH plan), SNAP food benefits, KTAP cash assistance, childcare subsidies, and other public benefits. People leaving incarceration can enroll in Medicaid immediately upon release—and under Kentucky's federal 1115 Reentry waiver, eligible individuals may receive up to one year of Medicaid coverage plus pre-release screening starting 60 days before release. Apply online, call the helpline, or visit any DCBS office.","kynect es el portal oficial de Kentucky para solicitar Medicaid (incluido Kentucky HEALTH), beneficios SNAP, asistencia KTAP, subsidios de cuidado infantil y otros beneficios públicos. Las personas que salen del encarcelamiento pueden inscribirse en Medicaid inmediatamente—y bajo la exención federal 1115 de Reinserción, personas elegibles pueden recibir hasta un año de cobertura Medicaid más evaluación previa a la liberación desde 60 días antes. Solicite en línea, por teléfono o en cualquier oficina del DCBS.",,,1-855-306-8959,,https://kynect.ky.gov/benefits/s/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.","Medicaid reentry waiver: pre-release screening up to 60 days before release For local DCBS office, visit kynect.ky.gov or call 1-855-306-8959.","Exención Medicaid de reinserción: evaluación previa hasta 60 días antes de la liberación suministro de un mes de medicamentos al salir para elegibles. Para oficina DCBS local, visite kynect.ky.gov o llame al 1-855-306-8959.",Online 24/7; phone support Monday–Friday during business hours,statewide|medicaid|SNAP|benefits|kynect|reentry|1115-waiver,Medicaid enrollment|SNAP and KTAP applications|Childcare assistance|Pre-release Medicaid screening|Reentry health coverage navigation|DCBS office referrals,,,statewide,
121,Seven Counties Services — Louisville,Healthcare,Louisville / Jefferson County,"Seven Counties Services is the Community Mental Health Center (CMHC) for Jefferson, Bullitt, Henry, Oldham, Shelby, Spencer, and Trimble counties. Provides a full continuum: outpatient mental health and substance use treatment, detox, residential crisis stabilization, mobile crisis response, developmental disability services, and recovery housing. Explicitly serves justice-involved individuals including those on probation, parole, or recently released. 24/7 crisis line and 988 local team.","Seven Counties Services es el Centro Comunitario de Salud Mental (CMHC) para los condados Jefferson, Bullitt, Henry, Oldham, Shelby, Spencer y Trimble. Ofrece un continuo completo: salud mental ambulatoria, tratamiento de sustancias, desintoxicación, estabilización de crisis residencial, respuesta móvil de crisis, discapacidades del desarrollo y vivienda de recuperación. Sirve explícitamente a personas en el sistema de justicia. Línea de crisis 24/7 y equipo local 988.",101 West Muhammad Ali Blvd.,Louisville,(502) 589-8915,info@sevencounties.org,https://sevencounties.org/crisis/,"Explicitly serves justice-involved individuals including those on probation, parole, or recently released.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.",24/7 Crisis Line: (502) 589-4313,Crisis 24/7: (502) 589-4313 o llame/textee 988. Crisis móvil disponible bajo solicitud. Apoyo presencial en clínicas durante horario de oficina.,Crisis line 24/7; clinic hours vary by location,louisville|CMHC|mental-health|substance-use|crisis|24-7|justice-involved,Outpatient mental health and substance use treatment|Detox and residential crisis care|24/7 mobile crisis team|988 crisis counseling|Recovery housing|IDD services,Jefferson,Bullitt|Henry|Jefferson|Oldham|Shelby|Spencer|Trimble,multi,accepts_criminal_record
122,Centerstone — Louisville,Healthcare,Louisville / Jefferson County,"Centerstone Kentucky provides behavioral health services across the Louisville region including outpatient mental health care, substance use treatment, family and children's services, and crisis support. Multiple Louisville-area locations. 24/7 crisis line connects to trained counselors. Accepts Medicaid and most insurance. Open to adults and families including those navigating reentry, probation, or recovery.","Centerstone Kentucky ofrece servicios de salud conductual en la región de Louisville incluyendo salud mental ambulatoria, tratamiento de uso de sustancias, servicios familiares e infantiles y apoyo en crisis. Varias ubicaciones en el área de Louisville. Línea de crisis 24/7 conecta con consejeros capacitados. Acepta Medicaid y la mayoría de seguros.",708 Magazine Street,Louisville,(502) 287-0642,,https://centerstone.org/locations/kentucky/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.",24/7 line: (855) 802-1592,Línea de crisis 24/7: (855) 802-1592. Oficina principal de Louisville en 708 Magazine Street.,Crisis line 24/7; office hours vary by location,louisville|behavioral-health|mental-health|substance-use|crisis|family-services,Outpatient mental health care|Substance use treatment|Family and children's services|24/7 crisis line|Medicaid and insurance billing,Jefferson,Jefferson,single,
123,New Vista Behavioral Health — Lexington,Healthcare,Lexington / Fayette County,"New Vista (formerly New Vista Behavioral Health) is the CMHC serving 17 Central Kentucky counties including Fayette, Madison, Jessamine, and Clark. Offers mental health, substance use, intellectual and developmental disability (IDD), and primary care services. Same-day Behavioral Health Urgent Care available for adults. 24/7 crisis line at 1-800-928-8000. Serves justice-involved individuals through outpatient and crisis services.","New Vista es el CMHC que sirve 17 condados del centro de Kentucky incluyendo Fayette, Madison, Jessamine y Clark. Ofrece salud mental, uso de sustancias, discapacidades intelectuales y del desarrollo (IDD) y atención primaria. Atención Urgente de Salud Conductual el mismo día para adultos. Línea de crisis 24/7 al 1-800-928-8000.","1351 Newtown Pike, Building 1",Lexington,(859) 253-1686,,https://newvista.org/get-help/crisis/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.",24/7 Crisis Line: 1-800-928-8000,Crisis 24/7: 1-800-928-8000. Atención Urgente de Salud Conductual para necesidades el mismo día.,Crisis line 24/7; urgent care during business hours,lexington|CMHC|mental-health|substance-use|urgent-care|crisis|17-counties,Outpatient mental health and substance use treatment|Same-day behavioral health urgent care|IDD services|Primary care|24/7 crisis line|Mobile crisis response,Fayette,Anderson|Bourbon|Boyle|Clark|Estill|Fayette|Franklin|Garrard|Harrison|Jessamine|Lincoln|Madison|Mercer|Nicholas|Powell|Scott|Woodford,multi,
124,North Key Community Care — Covington,Healthcare,Northern Kentucky,"NorthKey Community Care (formerly North Key) is the CMHC for Northern Kentucky serving Boone, Campbell, Kenton, Carroll, Gallatin, Grant, Owen, and Pendleton counties. Provides mental health, substance use, and developmental disability services with 24/7 crisis support. Multiple treatment centers in Covington, Newport, and surrounding NKY communities. Crisis walk-in available at Farrell Drive campus.","NorthKey Community Care es el CMHC del norte de Kentucky que sirve Boone, Campbell, Kenton, Carroll, Gallatin, Grant, Owen y Pendleton. Proporciona salud mental, uso de sustancias y discapacidades del desarrollo con apoyo de crisis 24/7. Varios centros de tratamiento en Covington, Newport y comunidades NKY. Crisis presencial disponible en el campus de Farrell Drive.",503 Farrell Drive,Covington,(859) 781-5586,,https://www.northkey.org/get-help-now/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.",24/7 Crisis Line: (859) 331-3292,"Crisis 24/7: (859) 331-3292 o (877) 331-3292. Crisis presencial en 503 Farrell Drive, Covington.",Crisis line 24/7; walk-in crisis during extended hours at Farrell Drive,covington|northern-kentucky|CMHC|mental-health|substance-use|crisis|24-7,Outpatient mental health and substance use treatment|Developmental disability services|24/7 crisis line|Walk-in crisis intervention|Residential crisis stabilization|Mobile crisis response,Kenton,Boone|Bracken|Campbell|Carroll|Gallatin|Grant|Kenton|Owen|Pendleton,multi,walk_in_ok
125,988 Suicide & Crisis Lifeline,Healthcare,Statewide,"Call or text 988 to reach the National Suicide & Crisis Lifeline—free, confidential support 24/7 for mental health crises, emotional distress, or substance use concerns. Spanish-speaking counselors available (press 2). Veterans can press 1 for the Veterans Crisis Line. Available anywhere in Kentucky; no insurance required. Can also chat at 988lifeline.org.","Llame o envíe un mensaje de texto al 988 para la Línea Nacional de Prevención del Suicidio y Crisis—apoyo gratuito y confidencial 24/7 para crisis de salud mental, angustia emocional o preocupaciones por sustancias. Consejeros en español disponibles (presione 2). Veteranos presionen 1 para la Línea de Crisis para Veteranos. Disponible en todo Kentucky; no requiere seguro.",,,988,,https://988lifeline.org/es/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.",Call or text 988. Spanish: press 2. Veterans: press 1. Deaf/hard of hearing: use preferred relay service or dial 711 then 988.,"Llame o textee 988. Español: presione 2. No es una línea de emergencias físicas—para peligro inmediato, llame al 911.","24 hours a day, 7 days a week",statewide|crisis|988|suicide-prevention|mental-health|24-7|spanish,24/7 crisis counseling|Suicide prevention support|Substance use crisis support|Spanish-language counselors|Veterans Crisis Line connection|Online chat support,,,statewide,
126,University of Louisville 550 HIV Clinic / Ryan White Program,Healthcare,Louisville / Jefferson County,"The UofL 550 Clinic is the only Ryan White-funded HIV medical clinic in Louisville, serving HIV-positive individuals in a 7-county Greater Louisville region regardless of ability to pay. Provides primary HIV care, Rapid Start treatment, PrEP, on-site pharmacy and nutrition support, mental health and substance use linkage, and Ryan White case management including housing navigation. Telehealth connects to jails through the Kentucky TeleHealth Network.","La Clínica 550 de UofL es la única clínica de VIH financiada por Ryan White en Louisville, que atiende a personas VIH-positivas en una región de 7 condados sin importar capacidad de pago. Ofrece atención primaria de VIH, tratamiento Rapid Start, PrEP, farmacia y nutrición en el sitio, conexión con salud mental y sustancias, y manejo de casos Ryan White incluyendo navegación de vivienda. Telesalud conecta con cárceles.","550 South Jackson Street, 2nd Floor",Louisville,(502) 561-8844,idmed@louisville.edu,https://louisville.edu/ryanwhite550/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.","New patient intake: (502) 625-7195. Ryan White support services office: 501 E. Broadway, Suite 140A, (502) 852-2008.",Ingreso de pacientes nuevos: (502) 625-7195. Servicios independientemente del seguro para clientes VIH+ elegibles.,"Monday–Friday, 8:00 a.m.–4:00 p.m.",louisville|HIV|Ryan-White|medical-care|PrEP|case-management|7-county,HIV primary medical care|Rapid Start treatment|PrEP clinic|Ryan White case management|Housing navigation|On-site pharmacy|Jail telehealth connections,Jefferson,Jefferson,single,walk_in_ok
127,Volunteers of America — HIV Services (Louisville),Healthcare,Louisville / Jefferson County,"Volunteers of America Mid-States provides HOPWA (Housing Opportunities for Persons with AIDS) emergency financial assistance for housing and utilities for low-income individuals with documented HIV/AIDS in the Louisville area. HOPWA case managers help clients achieve long-term housing stability. Note: VOA's dedicated street outreach HIV testing program ended in 2025; for free HIV testing, contact Louisville Metro Public Health Specialty Clinic at (502) 574-6699.","Volunteers of America Mid-States ofrece asistencia financiera de emergencia HOPWA para vivienda y servicios públicos a personas de bajos ingresos con VIH/SIDA documentado en el área de Louisville. Los gestores HOPWA ayudan con estabilidad de vivienda a largo plazo. Nota: el programa de pruebas de VIH en la calle de VOA terminó en 2025; para pruebas gratuitas, contacte la Clínica Especializada de Louisville Metro al (502) 574-6699.","570 South Fourth Street, Suite 100",Louisville,(502) 636-0771,JosephC@voamid.org,https://www.voamid.org/services/housing-opportunities-for-persons-with-aids-hopwa/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.",HIV Testing: (502) 635-4506 | HOPWA Housing: (502) 635-4511,Gestor HOPWA: (502) 635-4506. Programación de ingreso: (502) 635-4522. Debe estar al 80% o menos del ingreso medio del área con estatus VIH documentado.,Monday–Friday; call to schedule intake,louisville|HIV|HOPWA|housing-assistance|utilities|VOA,HOPWA emergency rent assistance|Utility payment assistance|HIV/AIDS housing stability support|Long-term housing resource navigation,Jefferson,Jefferson,single,
